time,node,node_capacity,used_resources
6.0,pop0,1,1.0
6.0,pop1,1,0.0
6.0,pop2,1,0.0
6.0,pop3,1,0.0
6.0,pop4,1,0.0
6.0,pop5,1,0.0
6.0,pop6,1,0.0
6.0,pop7,1,0.0
6.0,pop8,1,0.0
6.0,pop9,1,0.0
6.0,pop10,1,0.0
12.0,pop0,1,1.0
12.0,pop1,1,0.0
12.0,pop2,1,0.0
12.0,pop3,1,0.0
12.0,pop4,1,0.0
12.0,pop5,1,0.0
12.0,pop6,1,0.0
12.0,pop7,1,0.0
12.0,pop8,1,0.0
12.0,pop9,1,0.0
12.0,pop10,1,0.0
18.0,pop0,1,0.0
18.0,pop1,1,1.0
18.0,pop2,1,0.0
18.0,pop3,1,0.0
18.0,pop4,1,0.0
18.0,pop5,1,0.0
18.0,pop6,1,0.0
18.0,pop7,1,0.0
18.0,pop8,1,0.0
18.0,pop9,1,0.0
18.0,pop10,1,0.0
24.0,pop0,1,1.0
24.0,pop1,1,0.0
24.0,pop2,1,0.0
24.0,pop3,1,0.0
24.0,pop4,1,0.0
24.0,pop5,1,0.0
24.0,pop6,1,0.0
24.0,pop7,1,0.0
24.0,pop8,1,0.0
24.0,pop9,1,0.0
24.0,pop10,1,0.0
30.0,pop0,1,0.0
30.0,pop1,1,1.0
30.0,pop2,1,0.0
30.0,pop3,1,0.0
30.0,pop4,1,0.0
30.0,pop5,1,0.0
30.0,pop6,1,0.0
30.0,pop7,1,0.0
30.0,pop8,1,0.0
30.0,pop9,1,0.0
30.0,pop10,1,0.0
36.0,pop0,1,1.0
36.0,pop1,1,1.0
36.0,pop2,1,0.0
36.0,pop3,1,0.0
36.0,pop4,1,0.0
36.0,pop5,1,0.0
36.0,pop6,1,0.0
36.0,pop7,1,0.0
36.0,pop8,1,0.0
36.0,pop9,1,0.0
36.0,pop10,1,1.0
42.0,pop0,1,1.0
42.0,pop1,1,0.0
42.0,pop2,1,0.0
42.0,pop3,1,0.0
42.0,pop4,1,0.0
42.0,pop5,1,0.0
42.0,pop6,1,0.0
42.0,pop7,1,0.0
42.0,pop8,1,0.0
42.0,pop9,1,0.0
42.0,pop10,1,1.0
48.0,pop0,1,0.0
48.0,pop1,1,1.0
48.0,pop2,1,0.0
48.0,pop3,1,0.0
48.0,pop4,1,0.0
48.0,pop5,1,0.0
48.0,pop6,1,0.0
48.0,pop7,1,0.0
48.0,pop8,1,0.0
48.0,pop9,1,0.0
48.0,pop10,1,0.0
54.0,pop0,1,1.0
54.0,pop1,1,0.0
54.0,pop2,1,0.0
54.0,pop3,1,0.0
54.0,pop4,1,0.0
54.0,pop5,1,0.0
54.0,pop6,1,0.0
54.0,pop7,1,0.0
54.0,pop8,1,0.0
54.0,pop9,1,0.0
54.0,pop10,1,1.0
60.0,pop0,1,0.0
60.0,pop1,1,1.0
60.0,pop2,1,0.0
60.0,pop3,1,0.0
60.0,pop4,1,0.0
60.0,pop5,1,0.0
60.0,pop6,1,0.0
60.0,pop7,1,0.0
